UMAP1,UMAP2,Hour,Arrest,Time_Period
8.127948,9.262153,8,True,Day (6AM-6PM)
8.867675,4.6107955,11,False,Day (6AM-6PM)
8.082585,2.4214044,0,False,Night (6PM-6AM)
8.470807,1.5162686,0,False,Night (6PM-6AM)
-4.645969,2.7852783,12,False,Day (6AM-6PM)
10.794397,12.090659,21,True,Night (6PM-6AM)
11.51961,9.732487,22,False,Night (6PM-6AM)
-1.8599011,3.8353662,1,False,Night (6PM-6AM)
14.519648,4.5672235,23,False,Night (6PM-6AM)
-2.308136,3.609367,10,True,Day (6AM-6PM)
-3.5343785,7.3162785,12,False,Day (6AM-6PM)
15.204601,0.026105512,15,False,Day (6AM-6PM)
8.446617,9.760365,4,False,Night (6PM-6AM)
9.491643,1.6367103,4,False,Night (6PM-6AM)
7.230854,3.4398522,1,False,Night (6PM-6AM)
13.733198,4.6033196,13,False,Day (6AM-6PM)
-1.4183244,7.2927537,5,False,Night (6PM-6AM)
6.8517838,4.265762,10,False,Day (6AM-6PM)
-3.6123104,6.9556518,14,False,Day (6AM-6PM)
11.026904,5.7424994,10,True,Day (6AM-6PM)
-3.4955301,3.8090222,16,True,Day (6AM-6PM)
8.321,1.6428429,1,True,Night (6PM-6AM)
9.580983,5.289619,7,True,Day (6AM-6PM)
-2.9777212,3.381252,12,False,Day (6AM-6PM)
8.320532,4.489139,3,False,Night (6PM-6AM)
8.598635,4.4880557,4,False,Night (6PM-6AM)
11.602614,10.690559,21,False,Night (6PM-6AM)
-4.598371,8.522665,13,False,Day (6AM-6PM)
9.94046,1.6638494,10,False,Day (6AM-6PM)
10.732144,1.0280317,22,False,Night (6PM-6AM)
14.235356,2.972869,17,True,Day (6AM-6PM)
13.255677,2.2570186,23,False,Night (6PM-6AM)
13.620949,7.0830956,14,False,Day (6AM-6PM)
12.331466,1.2922963,12,False,Day (6AM-6PM)
