KMeans_Geo,DBSCAN_Geo,LatNorm,LonNorm
2,-1,0.6192235591977209,0.3569971359449368
5,-1,0.5093923580436837,0.3965050501008704
8,-1,0.4722795521272758,0.4695595753335624
4,-1,0.3808342994130811,0.9195629101627674
2,-1,0.8053738779574644,0.3988809982425323
6,-1,0.7948606030443841,0.5311077926094754
0,1258,0.7274507537675561,0.6730411483865169
0,2688,0.7570198473106444,0.5277711121578932
6,-1,0.887682471198417,0.5428236341529669
0,-1,0.6646701090611487,0.5181459988876895
7,916,0.6980303392163023,0.2470017605221528
2,-1,0.6243947998408714,0.4380136189483323
1,-1,0.2121568065860231,0.616460299447624
2,754,0.6770653879441113,0.4147624551645776
0,-1,0.650568317515706,0.5786480557110281
1,2119,0.393372937727932,0.6544815027926916
2,688,0.6438089422950952,0.4064085743440273
8,-1,0.4449322730095986,0.4972320239472196
8,-1,0.3615620906186763,0.5638050042281861
8,1625,0.5349070238429334,0.4957661750369766
7,-1,0.9303080075043368,0.1095873951747421
3,-1,0.4640200285006841,0.6493546126633305
3,890,0.4768640420586223,0.7126331188140966
0,-1,0.6942599109685403,0.5732257844065884
6,933,0.8735482682567977,0.5696055744840578
2,2474,0.6826820935204978,0.3784340996536457
3,1033,0.4736594741449096,0.7318214156278486
4,1899,0.42360158736534,0.8720050744972809
3,745,0.5233915135012523,0.7147188421234887
0,140,0.7064413002053129,0.6845764422432694
5,-1,0.4811275425925316,0.3397390837255329
1,2493,0.2842697860652663,0.6891454823120284
7,1302,0.8860626836141989,0.2489062549398681
6,-1,0.93914070233879,0.4557551595119093
8,2185,0.5231581115791784,0.5499113442548378
8,348,0.4784076938474584,0.497977937024757
2,-1,0.6941029178620539,0.4971939679298884
1,-1,0.2668503745815087,0.696636809481447
2,-1,0.7605780001982225,0.3671881223559694
2,-1,0.5972907600392148,0.3527963975146804
5,121,0.4936467769728807,0.3157971119267699
0,445,0.6652125936670359,0.6754494979139167
3,-1,0.3954506083301368,0.6877961888246773
0,1098,0.6780228458956543,0.527897964497754
2,-1,0.7446272791280677,0.4775373648112122
5,861,0.4717404152688971,0.4187343781243839
7,-1,0.8374773788692806,0.2257154629418778
2,-1,0.8000501360398857,0.4121924834629453
6,-1,0.9773236953741248,0.5541598174889941
3,-1,0.3977467644182866,0.7001752275079411
4,2432,0.3640008260810532,0.9053662906096632
4,-1,0.428422155249919,0.8398624866770206
2,-1,0.7445701204023294,0.469195162239771
2,-1,0.7424356074311049,0.3557926836533056
6,572,0.7986423529624744,0.4962098601993148
3,-1,0.4270870605463699,0.6902569627472985
5,-1,0.2690490602970072,0.4140201026441445
2,1361,0.6725042434053705,0.3049268002188796
2,-1,0.6951474280826773,0.4544171437505042
7,-1,0.7912907774605031,0.242113702098436
8,-1,0.4183554828541673,0.6139141951478564
5,-1,0.578268687570727,0.46314724521676
3,-1,0.5898502276273234,0.7280089072336864
0,-1,0.7056305494331667,0.635444250554599
1,73,0.283583187971729,0.5540811887805717
2,-1,0.7025636096943231,0.3165045684637562
7,-1,0.8770671669089722,0.3584210402931376
8,2772,0.4368653347875266,0.5953359551828044
4,-1,0.2860302158805154,0.9920899494132414
2,-1,0.7157614422434193,0.5088643989659545
6,-1,0.8149776727993441,0.5533401072119659
2,-1,0.7847393526136557,0.3700019906479497
0,-1,0.597662102159191,0.5820047307884693
8,-1,0.4908759016220614,0.6086100750519563
8,1229,0.4793924819861814,0.5707478857492561
1,-1,0.3023081711430819,0.6503657604445721
7,-1,0.8159887423810659,0.329935009092992
6,-1,0.8645920274552594,0.5053931269297323
1,-1,0.2688602516717253,0.4795858520721481
6,-1,0.8579650756913821,0.5897390494287151
0,2258,0.686137150952888,0.587959243894602
4,-1,0.368433921986508,0.9200022021840936
6,-1,0.8931010031238316,0.5941903104287007
8,-1,0.5042748113701236,0.609650315959982
3,170,0.4119970594425837,0.7505417215092507
3,-1,0.4486536031275392,0.6524186219241415
1,-1,0.2589823944017269,0.5719175398230618
3,-1,0.4376755286851619,0.6682554851539066
2,-1,0.7256519841178459,0.3681421529971089
6,-1,0.897429855155849,0.4708545238062811
2,-1,0.6649447955353907,0.3799016011165577
0,-1,0.684158770857934,0.6723367761940153
7,-1,0.7031739896530524,0.2900483670787821
3,-1,0.5455614805269136,0.696210882952812
1,-1,0.3774915637846305,0.6398335786740859
2,-1,0.771205382380586,0.3421322228301733
3,-1,0.5904649260719879,0.697016562300746
0,-1,0.7193324205791782,0.6436406468901055
6,1129,0.8882551895394926,0.5483293814434091
2,120,0.6903062276727354,0.3618521117779778
6,-1,0.9589680500079396,0.5331689168523894
3,-1,0.4344682479042205,0.783093685101619
0,-1,0.6814939508477806,0.6781767774919558
4,-1,0.4285707887383978,0.8581628202654201
4,3004,0.3453945373514671,0.9546437397858654
3,-1,0.5408120452344889,0.6691339682774355
3,-1,0.3962212186346789,0.758694675262575
5,2681,0.4740947831606377,0.4519989451353012
3,1554,0.5798328592099438,0.7164585890240573
0,-1,0.6897008314157915,0.5460573769724988
4,803,0.4539874424582706,0.8131089488065868
4,735,0.4170413630346274,0.9133612205906728
6,137,0.9253030924909496,0.5874969296698964
8,-1,0.4967816272323517,0.5688036386094382
7,-1,0.7866271831809826,0.2909000813720013
6,-1,0.9334353020385322,0.5225755969404986
6,-1,0.8602476349409898,0.401600667878597
6,2,0.992875592459214,0.5325423880903486
8,-1,0.4286511931826879,0.6147674074612155
2,-1,0.7724130459964869,0.4246174120200408
7,-1,0.778577943600709,0.2766557900895918
3,2812,0.5846886120290833,0.676568320224419
6,1069,0.8367186731114913,0.6044586199053583
1,-1,0.2622861098120808,0.6749739853439678
7,-1,0.8581507792537622,0.2156031178541297
7,-1,0.6796796212143761,0.2713599926778443
6,1976,0.8929419276966968,0.5776960182250264
4,-1,0.3845776834947827,0.8920928740215004
8,498,0.4124306588319228,0.6115454753473273
0,2202,0.7001222567051002,0.6925355175080199
8,-1,0.3926705109641943,0.5970256303681936
5,-1,0.3849125752533524,0.4293191072853233
2,1040,0.7220882949876426,0.4106502166065979
6,-1,0.9731716022432124,0.4508294361330058
8,2715,0.5768241421088192,0.5015892408237619
4,-1,0.4177815705914867,0.91910707053853
0,635,0.744894316703494,0.5445619965676656
2,-1,0.7980546553473289,0.4003195705725488
8,-1,0.4909772614489185,0.4705358933597381
8,2777,0.4793326103932003,0.4940831699831278
1,-1,0.3167731900419142,0.7280341875050453
3,-1,0.4863781259348343,0.6987722985945197
7,-1,0.7550885025263199,0.2633585250218857
2,-1,0.6932364883068942,0.4690047370817183
8,-1,0.3286900292205104,0.4805816033608039
8,-1,0.5147992216064523,0.4965581072912073
2,-1,0.6293755048977374,0.3891661583004406
3,2816,0.5244039741858018,0.8079297131251906
0,2160,0.7916646721025415,0.6546002689779016
0,-1,0.710454809590729,0.6104906421469423
6,-1,0.9706911640310948,0.5577722282459376
6,3013,0.9944289147963304,0.5352003834515244
6,-1,0.8369711084407072,0.6240662141146345
7,-1,0.7555515945960565,0.301181825723404
8,3061,0.5302056249351779,0.5496474309625228
3,-1,0.5548331744832495,0.6436617327052545
3,815,0.3980468482701411,0.7230964421208341
1,2087,0.2698476183344098,0.5132332152484196
8,-1,0.4691461493081448,0.5649958671124864
0,1884,0.6978133055043401,0.6676678922988799
1,1833,0.3492203930303077,0.5719013170540848
8,-1,0.3367113405693942,0.526510876752468
7,-1,0.7912168453280373,0.321521570148036
2,-1,0.7416613265218643,0.3379759046372896
4,-1,0.4028293818428494,0.9108221491010228
8,-1,0.3980254811904729,0.5534593622247712
8,276,0.4089091773221298,0.5619562235423246
4,-1,0.420895833828979,0.8810776044301178
7,-1,0.8281728358177389,0.2945468740550154
2,1957,0.6826153335849483,0.3706629391807041
2,1929,0.7342793157698111,0.3716092400382536
2,1091,0.6509557071554184,0.3791863927199301
6,1868,0.8760132829953449,0.593775015112044
3,-1,0.4116128962080694,0.7170531989204392
4,-1,0.3006702233829372,0.9660951823631764
5,-1,0.473683482586523,0.3477783267172185
8,25,0.4720343800017019,0.5594896499167703
7,-1,0.8956603376687724,0.1867619045176525
4,-1,0.406822969422123,0.8494201921976696
1,-1,0.3778124881772271,0.6052436864970332
3,-1,0.4277867571082652,0.747369063217775
2,118,0.6597896955855305,0.4326612310688347
2,-1,0.6650774205070178,0.3955808884031171
2,-1,0.7069842745140704,0.4075646169343372
1,-1,0.2712530482378383,0.5726463344733475
1,-1,0.3501870924984018,0.652286518629694
2,-1,0.7755202410447453,0.3836639084927356
2,757,0.6810190474048312,0.4149341598023284
0,2301,0.7117021239713495,0.6779432472004601
8,-1,0.4402820263835281,0.6105088833008949
3,469,0.5376531952007184,0.691930424624843
0,66,0.6984404111995985,0.6740708211571018
4,-1,0.3671784430022882,0.8467286064958444
8,2911,0.4983710402376573,0.5355675939007369
5,-1,0.4184355492734823,0.3869254324887379
2,2490,0.6863238534224791,0.3482366735539699
2,-1,0.6297743787198016,0.4400815394718051
6,-1,0.9622354212313552,0.5143045172084726
1,-1,0.2825790522359739,0.6628377205245783
7,2062,0.8026264910098178,0.3118007885852876
2,1044,0.7101058182898043,0.3996167815507192
0,351,0.6886663167674669,0.6694558344473762
3,320,0.4738978641024118,0.8047165546783503
6,-1,0.9823230893126578,0.533555560564082
5,-1,0.4401539430810004,0.4200803002780731
1,-1,0.3952895697578782,0.6724469831655142
6,-1,0.9755195433264988,0.5202702733494675
8,-1,0.4971223369210236,0.6035836878778014
1,-1,0.3443802847011028,0.6258102500831342
0,702,0.7013903574557929,0.67393274785843
3,2024,0.5763508312836194,0.6936297533669062
7,2161,0.7172699654352073,0.275443683703827
0,812,0.6306005984689023,0.5264715213997988
7,1088,0.7557996334335542,0.2132691268894859
1,699,0.2098614197214061,0.7512453273462256
8,-1,0.5046858995952022,0.5684265128442121
6,-1,0.8728846536957775,0.4922388045142725
4,-1,0.4082053681228501,0.8915469955065305
6,704,0.9391520976812444,0.4480635234056649
1,-1,0.2466843800428648,0.5838637106256783
3,814,0.4150047646355688,0.7684596878390835
2,2321,0.6884536448779528,0.3709289402399349
3,-1,0.567966491929397,0.7310293509170265
7,-1,0.8370802948462028,0.0819109665583255
8,2755,0.4594655729564607,0.4756172121415716
0,1260,0.7516121646873302,0.6528169501924026
7,805,0.9043424900402924,0.015849180108546
2,-1,0.6948696907162173,0.3693036578416695
6,-1,0.9820971022721068,0.5335637602528891
2,-1,0.7007577393530084,0.5046000246429685
6,48,0.8291952834073015,0.6062544116790036
2,-1,0.7366229643690758,0.4621867431288819
0,-1,0.7559155370023092,0.540870133979638
2,-1,0.6682848464653688,0.3277272050318629
3,-1,0.4308915556460277,0.6779150938842804
0,-1,0.700550683878717,0.6040941311221104
7,-1,0.8674563190456581,0.2629618808435339
0,-1,0.6818003444994645,0.6132063759323501
6,-1,0.9090127039758756,0.5305147816524141
0,2558,0.6338178856562706,0.6918479357552769
6,502,0.927568128611739,0.556616497874586
2,2742,0.7399234143713471,0.3582257678574478
5,-1,0.5121327483074083,0.3577166018723687
6,-1,0.911689034170294,0.4800868593668497
5,935,0.5048828749909262,0.4353361493262468
2,-1,0.659596033268059,0.4288145205110822
0,175,0.7032970112480399,0.6631343127306195
6,74,0.8671416394480644,0.5893589906979741
8,-1,0.3968106778800688,0.5509102208864647
2,-1,0.6512797149426461,0.3522153864868755
6,-1,0.9173150311002444,0.5541057090039203
4,-1,0.4303444405311438,0.8565058082251653
1,-1,0.3026126969900105,0.5583633532746148
4,-1,0.4355700858630911,0.805433541776722
6,-1,0.9206830470976684,0.3566675336839466
0,-1,0.6001437126246572,0.6381033118752839
5,-1,0.3928787365249775,0.4377754968311365
3,945,0.5372828324864543,0.6613619026849733
2,1403,0.7288292890159909,0.431874489848326
5,-1,0.4939074202422375,0.4396436477049974
3,686,0.4961116443671898,0.7017279647361647
3,334,0.5845820929874606,0.6651567249810455
4,-1,0.38400215694611,0.8346532590568927
2,-1,0.663795935266819,0.4876352216795112
6,713,0.9473470151981616,0.5709678928616881
6,-1,0.8563041985694042,0.5989658596605523
0,672,0.6550197837792666,0.5968122618500047
1,-1,0.3017934349219615,0.6808802495888244
3,1033,0.4734989339428352,0.7318187854199323
5,-1,0.4675246304292528,0.3962557448696202
2,5,0.6924061580872518,0.3632475568984432
3,537,0.3952456633452073,0.7614866945376093
0,2237,0.7211104645299713,0.6478966259931553
0,-1,0.687313594927403,0.6129563800349729
7,-1,0.8975076052372515,0.3076018288567752
8,2179,0.4549233989868639,0.5030552064218909
8,-1,0.4966137284862668,0.5498351439158569
6,-1,0.8717363481348741,0.5588168938321587
6,2199,0.8510389739780067,0.4233954723151214
3,-1,0.5042598364296964,0.6775495265266045
7,-1,0.783473546532619,0.2309688585012281
2,-1,0.7326613201513936,0.4625579367345267
2,-1,0.6891565656782177,0.4473591764429443
4,1870,0.4578560041277058,0.8400546621533067
0,175,0.7032943222158963,0.6623582910264076
4,-1,0.3068042090351497,0.9441472739676442
2,-1,0.777614494372898,0.3962660827849618
3,1048,0.4807180101491468,0.6971777650293802
6,-1,0.8569232978394012,0.5944187789891657
7,-1,0.8548706432533208,0.2273297041437558
6,-1,0.819468349961781,0.4334363161162855
7,-1,0.8343632218063135,0.2670732868177765
2,1874,0.7876558972338188,0.4111943321884155
7,528,0.705101915184585,0.2413486017489958
3,-1,0.4020645656333244,0.700013696791757
7,-1,0.8030767966342438,0.1724354145084703
4,-1,0.4237169318927698,0.8058691597067877
0,-1,0.7158983813673245,0.648648095936835
6,-1,0.8548844199385002,0.5898653908649294
2,-1,0.6410597395465345,0.3632238408753778
2,-1,0.7584521285325252,0.4945280251779422
2,2986,0.6612440611067711,0.4094790739739551
2,120,0.6903231180881022,0.3637515823093622
0,-1,0.7049825165241117,0.5535961740328048
2,2058,0.7593077672898971,0.3352498329364834
8,2912,0.4077873438849906,0.5390559181359436
5,-1,0.2689389443228123,0.4370639215273399
2,-1,0.7222229221072922,0.4397727234219815
8,-1,0.5152998344500901,0.5655575584119674
3,-1,0.5244943807028903,0.7836060710413904
3,-1,0.4569067952860308,0.7031758752502242
6,-1,0.9285701603586176,0.4269716057564778
6,-1,0.8917754402916387,0.3771218277614139
1,-1,0.2550898957959759,0.6411146507503531
6,2375,0.9772114645769108,0.5628848383018408
5,1392,0.5445969045491381,0.3716734057570647
8,-1,0.518730621254818,0.4886697164978955
5,-1,0.4559378596526073,0.4195170983435901
0,1262,0.6626631831891245,0.5815773598530996
8,-1,0.4397649954927658,0.5856240072079117
3,1338,0.4138683809560604,0.7454987268114905
6,-1,0.921188598139736,0.5459981972953187
3,855,0.5070908368922176,0.799332736760789
2,2233,0.6841267538242448,0.4392965296471516
0,-1,0.6245186751656462,0.6407439270499253
5,-1,0.4825110442081524,0.4670482124846558
3,-1,0.5667580829250625,0.736817892860131
6,-1,0.8979458958067283,0.3694486062640294
8,-1,0.5363868647475698,0.5829751891907904
0,2970,0.7327641989238884,0.629523160641611
2,-1,0.6128367005172635,0.4153943484153046
6,-1,0.8823159452845033,0.3914397490957526
6,-1,0.8379378989155271,0.5334354981972638
3,504,0.4811369704562054,0.7201376758660558
0,-1,0.7456501232469321,0.6580052339150484
6,-1,0.8266883860723766,0.6013003741438183
8,-1,0.3775052581303981,0.4757681557979936
0,-1,0.6218595582437985,0.6395792653251533
7,1202,0.7040777037979637,0.2259662409634302
0,-1,0.6157648593293743,0.697425212715757
3,2303,0.4135434912702891,0.714749903175516
0,184,0.7550770183439681,0.521323321540649
1,-1,0.2715210630521767,0.6594068161872428
2,2224,0.659657300297539,0.3850962459054585
0,250,0.6961804346195208,0.6741620332340972
7,-1,0.8428728839256365,0.2976756703187675
6,-1,0.9744335687070702,0.5407939178720085
8,-1,0.453831222908974,0.612614777844783
2,-1,0.749869201663401,0.3670633577830244
6,-1,0.9141785773888812,0.4163265647304683
6,-1,0.7815983268976368,0.4906046254536704
7,-1,0.8706930838396829,0.1918756436076591
0,-1,0.6388712682528563,0.5580944760167768
2,-1,0.7811003835846861,0.3894431311741186
3,-1,0.5825740121967016,0.7040057657562784
0,39,0.6570603323036863,0.6385011702383281
7,1333,0.720940440126725,0.2507847973424191
0,-1,0.6998851061725588,0.5893984690458751
2,2507,0.7178260707147359,0.4262270960871319
5,-1,0.2963373280519761,0.4124863981551812
3,-1,0.4378545995905369,0.6835865158873844
3,106,0.382626653088451,0.7466720865137972
0,-1,0.6998149659870876,0.6597086215030572
4,-1,0.4074741008935945,0.9030451542340644
8,1043,0.4412727971312193,0.6355863196246787
2,645,0.6845244488924891,0.3640306934095747
0,1042,0.7988217792274668,0.6077291793276913
6,2997,0.8699981282949665,0.5696672077604603
3,-1,0.3917243811834936,0.7082019502055346
3,330,0.4726384198250315,0.7204039828367286
3,2909,0.5363093963536585,0.6849102263455507
7,-1,0.847094818219901,0.3494751514004974
6,-1,0.8515924248946334,0.5193567712471463
6,2997,0.8693142604032715,0.5696799330468139
3,-1,0.4172877204144782,0.6943645464049837
7,-1,0.7250313962377817,0.2438413481505108
1,-1,0.3477467839197175,0.6698421438640594
7,-1,0.7324907020375946,0.2360604426627901
5,2433,0.5021290894035673,0.2845230603767845
3,753,0.5680404847330323,0.6888097460530389
5,-1,0.4603581886142081,0.4630280343561139
3,-1,0.4503605513222055,0.6551854744619163
6,-1,0.8517900915081356,0.5400785423278194
7,-1,0.9437383427423356,0.1713894842779382
7,1925,0.7801282020446365,0.2581929954357633
2,2921,0.6302751584091197,0.495652123672869
2,1822,0.6748958200479649,0.3936919481644167
0,830,0.5844433250616845,0.6500184941616567
5,-1,0.4661637938226022,0.4484626905651794
2,-1,0.8075930575214016,0.4177467571425381
1,-1,0.3574309247015748,0.6406165984973882
6,461,0.8758611110785921,0.5755666252651395
2,1957,0.6826111191066957,0.3701880983545038
6,-1,0.8042700400173857,0.5304840454342639
3,317,0.53269469361868,0.7483582389867252
1,-1,0.3575025664980558,0.7399163218917124
7,-1,0.7192710408747018,0.2848175837382314
6,-1,0.8125871384004597,0.5726490719079038
6,-1,0.8780502519217919,0.5929484107889493
5,-1,0.4532783852043422,0.3601137052111767
3,-1,0.4750575650057556,0.6590680365821981
0,66,0.6983868992434452,0.6740699664971999
5,-1,0.5162627116355907,0.2187005503081422
4,-1,0.1950123480962133,0.9247421489978364
0,-1,0.6316852188215591,0.6260976586377183
2,-1,0.7646402718552991,0.3554487634741008
2,-1,0.8328813787536546,0.3794559448751329
2,120,0.690314673963826,0.36280184704367
0,-1,0.7248580154197413,0.6758955326025102
2,424,0.6481431875591852,0.4177573442023004
2,1071,0.7932904487961991,0.4325172066883169
4,1539,0.4351036308780891,0.8729329954369973
7,-1,0.8293250698357468,0.0861667816676572
2,535,0.6301608756268564,0.4806136073770517
3,-1,0.419388725575132,0.7064535242496959
8,-1,0.5198226759904259,0.4799645326244786
2,-1,0.7254828329458292,0.3074762190851174
2,2767,0.7050709425614343,0.3959557024867877
7,-1,0.6890152972342491,0.273092088638009
0,510,0.7418777166862469,0.6628456805302108
6,-1,0.8806011510097562,0.517064945605398
6,-1,0.8096510663366558,0.453869322540072
3,-1,0.5250394178308255,0.8134231955734208
8,522,0.4004437639741098,0.5967175964425451
5,-1,0.462196279670934,0.440936934163858
0,-1,0.5964042114966759,0.6047261757516935
6,-1,0.89933606691541,0.4807871853283245
6,-1,0.7854397057241158,0.5165154056140295
6,-1,0.939031275415516,0.5657937725246711
3,-1,0.5166105241827097,0.8060975746539611
3,504,0.4811369704562054,0.7201376758660558
3,2685,0.4000738649608166,0.7479529914425598
6,-1,0.9359916615302096,0.409292918961512
7,2746,0.686773116803181,0.273213210656877
3,2662,0.5439027745654386,0.7044903200600174
7,-1,0.7728887771672817,0.3051791141052717
6,3080,0.9403441341418386,0.5823229260207654
2,1553,0.7526842456129401,0.3631166867110664
8,-1,0.3886098167570679,0.5895328997905267
7,-1,0.893315087784444,0.2771248595963698
8,1834,0.3971678186168077,0.619826151869006
7,-1,0.706975206343671,0.2360334057657382
5,-1,0.5290875076060928,0.3106963283451591
1,-1,0.2393942427496824,0.588196732112749
3,-1,0.57462231016072,0.6322868026858828
1,-1,0.2121256216138647,0.6583885220617276
6,-1,0.9549400185489104,0.4743283125162065
2,2236,0.7719512843584511,0.3628145534076452
8,-1,0.4691160217474817,0.5621279534099131
0,-1,0.6020630683559745,0.687979912314006
2,1874,0.7876506860152119,0.4109972463600115
4,-1,0.3565896390053353,0.8942606951383709
8,-1,0.3935881968087074,0.6197936243341928
4,-1,0.3451200935618459,0.9660753138864492
2,-1,0.6711973131173465,0.3644260824047478
6,-1,0.9479604482159232,0.5514391228918498
3,646,0.4537367882607412,0.7033096342510703
0,2014,0.6761642154871055,0.5227172812559502
1,-1,0.2318088254597796,0.6497996350057065
2,3140,0.729875110166887,0.3563268807654367
2,-1,0.758891994385138,0.5022163088730167
2,-1,0.7357328730646344,0.3379763650813743
8,471,0.480781790697776,0.6166058754615165
4,655,0.4256677781188216,0.8057749547434128
3,-1,0.4254396220845819,0.6465155460967935
2,-1,0.6930389083664892,0.4365057466329176
7,-1,0.850113463721712,0.3184560344835176
3,1254,0.5552062175623291,0.6892859650577066
3,2337,0.584114797273628,0.7369757810222382
8,-1,0.5424562659584069,0.587834327942744
6,540,0.9006368629165991,0.5731401607328621
1,-1,0.2898292224077323,0.5860693228468676
2,1527,0.7859136535964097,0.4239288494583206
1,343,0.2797583051981576,0.6956894805089746
6,-1,0.853113112652423,0.5646668167535722
7,3,0.899500767425053,0.0
5,-1,0.3924136054711766,0.4396987212303429
3,2831,0.441841857868539,0.7560509158226978
2,-1,0.7719669591839562,0.4357234994726582
2,1403,0.7288292890159909,0.431874489848326
4,1899,0.42360158736534,0.8720050744972809
7,-1,0.7673786513036731,0.1586437618178706
4,-1,0.4187625732837006,0.8259660009647973
8,3047,0.4440112242497918,0.5529619848691709
2,1730,0.6598899589979936,0.4249631708217407
1,-1,0.2480729346987118,0.7060092051883089
7,2622,0.716699303412824,0.2407337291600129
3,-1,0.5058461747076848,0.7729196342017417
5,-1,0.5646761566749205,0.445722553244309
8,-1,0.2974090059477987,0.4579433032421889
8,-1,0.4022634110006322,0.5835246282629214
5,-1,0.4292852522253412,0.3150748234141929
0,-1,0.7182655638731319,0.6683767207069309
2,303,0.6561422195942725,0.4174306181398606
0,94,0.6724826466420666,0.680209177594179
3,427,0.4740793856889667,0.7433100627163185
8,716,0.405623210390587,0.6271460803121727
6,-1,0.8643658714021996,0.3666526132936383
0,3050,0.6608694882479256,0.5869337371966594
3,2699,0.5152086370411979,0.7964392904887063
3,-1,0.573398553521713,0.7330738550214164
2,-1,0.6402694284521715,0.4960422680209149
0,-1,0.7167381546184259,0.6497501845746001
8,2860,0.4668691761381751,0.5214414569805399
0,-1,0.7426872995387157,0.5700737798697446
2,656,0.6856299682902147,0.5001147412418163
3,-1,0.5264285856986675,0.8046326718616683
7,3,0.8998559211815831,0.0
2,2780,0.7520901125220121,0.3399135762574587
0,2808,0.712322174478345,0.6859798883677968
2,64,0.7165928233740999,0.3024924734465344
1,909,0.2083542052930482,0.7436844478932017
8,2353,0.405020555169628,0.6233228713240919
1,-1,0.3502264485746593,0.6485556917511985
2,-1,0.6772472973926966,0.3223364079176463
7,-1,0.8485318989632731,0.1107292617645612
8,2183,0.5153342588284033,0.5923684184147078
0,1330,0.7265599994140786,0.6854098806916227
1,-1,0.3001250974151048,0.6376744334587556
1,-1,0.3575025664980558,0.7399163218917124
2,1830,0.6555581492472982,0.3905270701160361
3,430,0.5838405354974441,0.6886704585696748
2,-1,0.7418221440777728,0.3789427074291893
2,3071,0.681752513963346,0.2840441197062091
2,3015,0.6390974178054165,0.3681399832332772
1,-1,0.2082034071445377,0.749636996227764
4,2653,0.431154246566777,0.8679633311871271
3,-1,0.4811682594360746,0.7635468190492247
3,856,0.481775081465102,0.7430666328774578
7,-1,0.8524648608938321,0.2855716271226924
8,-1,0.4383863454024919,0.6433323764349552
3,-1,0.5870527631441007,0.7009538415753127
5,-1,0.4584924098438421,0.4564226362584236
4,-1,0.2103836856658603,0.9248291508499732
1,-1,0.2653056350455784,0.5068508549942976
8,2251,0.4554901585540705,0.5907898616278544
6,-1,0.9845210578084648,0.4229320101340477
