model,algorithm,params,clusters,silhouette,davies_bouldin,calinski_harabasz,inertia
KMeans_k3,KMeans,{'k': 3},3,0.2524148958852424,1.3144363989286643,17658.55480286914,87905.26551073047
KMeans_k4,KMeans,{'k': 4},4,0.2623093021725392,1.1075988827616583,18913.515524300794,70261.66554377705
KMeans_k5,KMeans,{'k': 5},5,0.26568811789320634,1.0603495733116848,19353.060550781054,58860.8706901741
