TSNE1,TSNE2,Hour,Arrest,Time_Period
-42.637226,-23.550917,16,False,Day (6AM-6PM)
46.378193,50.923897,10,False,Day (6AM-6PM)
25.105602,57.269775,13,False,Day (6AM-6PM)
13.270086,0.7285907,5,False,Night (6PM-6AM)
-16.161863,-50.385437,12,False,Day (6AM-6PM)
32.62888,-69.66993,19,False,Night (6PM-6AM)
3.3402145,-64.0993,22,False,Night (6PM-6AM)
-10.692443,-2.7189207,1,False,Night (6PM-6AM)
81.01738,-19.886543,14,False,Day (6AM-6PM)
50.82076,11.647128,7,False,Day (6AM-6PM)
-27.90058,-85.4983,18,False,Night (6PM-6AM)
-55.90167,-31.798212,14,False,Day (6AM-6PM)
-58.56781,-7.1403313,21,False,Night (6PM-6AM)
-18.76569,-17.069109,7,False,Day (6AM-6PM)
49.677387,42.059284,2,False,Night (6PM-6AM)
4.6541667,-30.733496,21,False,Night (6PM-6AM)
-62.489136,-29.91995,14,True,Day (6AM-6PM)
-68.420876,8.222161,9,False,Day (6AM-6PM)
12.030089,-1.4988908,5,False,Night (6PM-6AM)
-23.885054,50.0783,7,False,Day (6AM-6PM)
65.24659,-23.958754,19,True,Night (6PM-6AM)
-2.6694136,82.69336,23,False,Night (6PM-6AM)
-14.771059,-60.222954,15,True,Day (6AM-6PM)
2.2294307,4.379303,0,False,Night (6PM-6AM)
53.911983,13.996607,9,False,Day (6AM-6PM)
37.43364,49.017056,1,False,Night (6PM-6AM)
4.954463,52.203266,8,False,Day (6AM-6PM)
-13.758196,73.35937,23,False,Night (6PM-6AM)
49.317116,-29.320814,16,False,Day (6AM-6PM)
49.15017,7.9864,11,False,Day (6AM-6PM)
-67.69241,-50.02294,17,False,Day (6AM-6PM)
-11.129446,-28.919912,18,False,Night (6PM-6AM)
57.301777,-9.676218,14,False,Day (6AM-6PM)
-25.082981,38.779568,7,False,Day (6AM-6PM)
28.640684,10.669895,0,False,Night (6PM-6AM)
32.958904,33.228542,1,True,Night (6PM-6AM)
68.51417,-14.642341,13,False,Day (6AM-6PM)
-35.479523,76.654396,20,False,Night (6PM-6AM)
