TSNE1,TSNE2,Hour,Arrest,Time_Period
80.92803,-23.95217,22,False,Night (6PM-6AM)
-3.5543146,-16.519825,8,False,Day (6AM-6PM)
-12.432082,-81.21129,12,True,Day (6AM-6PM)
-10.535704,33.007683,5,False,Night (6PM-6AM)
-75.6364,-27.19297,19,False,Night (6PM-6AM)
81.71089,14.860675,0,False,Night (6PM-6AM)
-2.2852147,82.79679,19,False,Night (6PM-6AM)
12.421808,-9.294108,6,False,Day (6AM-6PM)
3.2586339,12.869479,0,False,Night (6PM-6AM)
27.796824,76.0503,15,False,Day (6AM-6PM)
-38.95724,55.439743,16,False,Day (6AM-6PM)
-24.61505,-9.831689,10,True,Day (6AM-6PM)
75.85795,7.7371206,10,False,Day (6AM-6PM)
-20.996191,7.0051966,0,False,Night (6PM-6AM)
-11.613579,40.74237,3,True,Night (6PM-6AM)
-51.81287,-27.314573,13,False,Day (6AM-6PM)
-15.24517,73.38755,23,True,Night (6PM-6AM)
46.93564,52.44366,8,False,Day (6AM-6PM)
-71.84967,21.638796,0,False,Night (6PM-6AM)
-11.879397,-71.44989,18,False,Night (6PM-6AM)
42.34877,-2.184153,7,False,Day (6AM-6PM)
-37.29955,66.919846,19,False,Night (6PM-6AM)
-30.06306,-54.241543,12,True,Day (6AM-6PM)
-42.149754,-26.19037,14,False,Day (6AM-6PM)
32.92388,8.890967,9,True,Day (6AM-6PM)
37.71564,41.337036,3,False,Night (6PM-6AM)
-2.84911,-88.40277,19,False,Night (6PM-6AM)
69.188354,-16.346762,20,False,Night (6PM-6AM)
21.698626,-29.984753,13,False,Day (6AM-6PM)
-72.87226,-24.696714,17,True,Day (6AM-6PM)
-73.69367,-5.2358,6,False,Day (6AM-6PM)
-22.140238,-59.239605,14,True,Day (6AM-6PM)
-16.664776,37.786297,11,False,Day (6AM-6PM)
-2.485217,40.851643,4,False,Night (6PM-6AM)
31.785429,48.486366,2,True,Night (6PM-6AM)
1.3560052,-32.135365,16,False,Day (6AM-6PM)
7.3275003,43.784782,0,False,Night (6PM-6AM)
-20.387236,89.86437,14,False,Day (6AM-6PM)
-1.3601476,-34.857338,19,False,Night (6PM-6AM)
39.195087,45.769787,0,False,Night (6PM-6AM)
-53.061646,-7.8317223,22,False,Night (6PM-6AM)
-53.872368,-9.218789,22,False,Night (6PM-6AM)
2.9659932,-22.278889,0,False,Night (6PM-6AM)
30.925608,-21.445843,12,False,Day (6AM-6PM)
32.512196,-66.79508,19,False,Night (6PM-6AM)
21.029629,72.00925,13,True,Day (6AM-6PM)
8.96035,-37.414524,20,True,Night (6PM-6AM)
8.49304,-51.016243,18,False,Night (6PM-6AM)
-26.730745,-81.134285,18,False,Night (6PM-6AM)
-34.128273,41.008556,10,False,Day (6AM-6PM)
9.971546,-35.536793,15,True,Day (6AM-6PM)
23.540184,-29.547213,18,False,Night (6PM-6AM)
-28.566679,49.507385,6,False,Day (6AM-6PM)
32.73148,1.7108907,11,False,Day (6AM-6PM)
-70.26123,9.142316,1,False,Night (6PM-6AM)
-27.621996,69.0257,17,False,Day (6AM-6PM)
-6.599892,3.630949,0,False,Night (6PM-6AM)
-1.4906642,-32.11749,12,False,Day (6AM-6PM)
-9.082904,13.245854,8,False,Day (6AM-6PM)
-2.5285497,54.85906,9,False,Day (6AM-6PM)
5.0575666,79.57686,22,False,Night (6PM-6AM)
-46.65312,58.901257,16,False,Day (6AM-6PM)
-68.01017,-33.897804,16,False,Day (6AM-6PM)
78.43031,-12.9627285,17,False,Day (6AM-6PM)
27.188793,-28.495028,15,False,Day (6AM-6PM)
27.931583,66.27014,15,False,Day (6AM-6PM)
71.67561,-28.116821,21,False,Night (6PM-6AM)
4.914869,-22.416897,10,False,Day (6AM-6PM)
-52.40056,-25.829712,15,True,Day (6AM-6PM)
72.458305,-30.544613,22,False,Night (6PM-6AM)
-14.158489,81.84524,15,True,Day (6AM-6PM)
7.3344493,-50.398235,20,False,Night (6PM-6AM)
12.828835,38.220848,4,False,Night (6PM-6AM)
-2.3984988,34.51773,4,True,Night (6PM-6AM)
-14.59613,-49.84311,13,False,Day (6AM-6PM)
28.218554,-64.88284,19,False,Night (6PM-6AM)
55.67964,19.442562,1,False,Night (6PM-6AM)
0.76400495,78.092865,21,False,Night (6PM-6AM)
0.04143548,-78.48159,17,False,Day (6AM-6PM)
-7.483346,49.881428,4,False,Night (6PM-6AM)
-1.6775594,2.0528696,11,True,Day (6AM-6PM)
0.8944519,-68.034225,17,False,Day (6AM-6PM)
29.650412,-21.725117,14,False,Day (6AM-6PM)
-20.017391,70.143524,13,False,Day (6AM-6PM)
-65.38315,-36.14276,18,False,Night (6PM-6AM)
-52.961296,-47.740112,22,True,Night (6PM-6AM)
1.7551634,13.388017,7,True,Day (6AM-6PM)
58.289932,-25.668945,23,False,Night (6PM-6AM)
67.549835,-18.46827,13,True,Day (6AM-6PM)
6.953687,-71.597435,23,False,Night (6PM-6AM)
-22.201797,88.792046,15,False,Day (6AM-6PM)
63.56503,-35.75391,22,False,Night (6PM-6AM)
63.971714,18.243511,8,False,Day (6AM-6PM)
23.405842,82.15913,22,True,Night (6PM-6AM)
10.27981,-2.669119,0,False,Night (6PM-6AM)
-0.88851815,-36.430305,20,False,Night (6PM-6AM)
11.79342,38.889133,1,False,Night (6PM-6AM)
-73.86431,-4.95574,7,False,Day (6AM-6PM)
3.041404,-77.30872,12,False,Day (6AM-6PM)
5.96119,-40.73203,21,False,Night (6PM-6AM)
-50.684177,-1.0164329,23,False,Night (6PM-6AM)
22.428698,67.28671,19,True,Night (6PM-6AM)
54.92821,4.000111,1,False,Night (6PM-6AM)
18.158602,-50.300285,19,False,Night (6PM-6AM)
28.794827,79.822205,16,False,Day (6AM-6PM)
25.935219,-54.056816,13,False,Day (6AM-6PM)
9.970089,-55.478905,11,False,Day (6AM-6PM)
-27.453989,47.59505,8,True,Day (6AM-6PM)
20.15275,2.6781867,11,False,Day (6AM-6PM)
-33.185192,-60.75265,22,True,Night (6PM-6AM)
-72.028305,-22.829128,17,False,Day (6AM-6PM)
21.235794,70.20984,13,False,Day (6AM-6PM)
41.76846,38.09947,7,True,Day (6AM-6PM)
78.61537,-25.617016,17,False,Day (6AM-6PM)
-6.0267744,62.185223,12,False,Day (6AM-6PM)
-30.462679,64.402596,19,False,Night (6PM-6AM)
46.67967,-18.333977,23,False,Night (6PM-6AM)
-0.14053118,-3.1976163,1,False,Night (6PM-6AM)
65.219215,20.871803,7,False,Day (6AM-6PM)
32.864502,79.18423,19,True,Night (6PM-6AM)
-50.96592,10.00781,0,False,Night (6PM-6AM)
-42.892796,-49.015034,15,False,Day (6AM-6PM)
-65.36155,-25.284191,23,False,Night (6PM-6AM)
-75.95626,20.706207,9,False,Day (6AM-6PM)
81.44192,-21.666409,17,True,Day (6AM-6PM)
12.313708,51.417446,6,False,Day (6AM-6PM)
69.28087,24.925106,0,False,Night (6PM-6AM)
32.27123,60.11105,23,False,Night (6PM-6AM)
33.715958,-29.39229,21,False,Night (6PM-6AM)
33.499027,76.894585,19,False,Night (6PM-6AM)
-31.329063,-70.688095,13,False,Day (6AM-6PM)
-8.21897,68.22866,17,True,Day (6AM-6PM)
-29.696507,72.345375,19,False,Night (6PM-6AM)
-0.18641327,19.706747,10,False,Day (6AM-6PM)
-32.015537,40.625748,8,False,Day (6AM-6PM)
-1.9293387,47.05618,11,False,Day (6AM-6PM)
-20.043926,37.662453,3,False,Night (6PM-6AM)
72.201996,15.6137495,3,False,Night (6PM-6AM)
-34.938316,-60.94835,18,False,Night (6PM-6AM)
48.183083,8.763111,7,False,Day (6AM-6PM)
70.34241,-22.16286,12,False,Day (6AM-6PM)
-2.4352996,80.36314,23,True,Night (6PM-6AM)
-17.222298,-50.80272,13,False,Day (6AM-6PM)
4.541065,-85.00061,15,False,Day (6AM-6PM)
-0.08296903,3.5414715,5,False,Night (6PM-6AM)
6.799638,-72.93939,20,False,Night (6PM-6AM)
-50.616425,-36.074207,13,True,Day (6AM-6PM)
5.9494367,-13.374833,10,False,Day (6AM-6PM)
-32.13499,58.9736,15,False,Day (6AM-6PM)
-5.993703,-74.610374,22,True,Night (6PM-6AM)
-65.03443,18.278543,4,False,Night (6PM-6AM)
-8.91085,-88.46551,12,False,Day (6AM-6PM)
26.925127,8.681942,10,True,Day (6AM-6PM)
28.095518,-70.01907,12,False,Day (6AM-6PM)
-3.9403439,-35.643215,23,True,Night (6PM-6AM)
-30.589525,-45.018467,12,False,Day (6AM-6PM)
43.3092,-13.81381,18,True,Night (6PM-6AM)
0.20968944,35.33515,4,False,Night (6PM-6AM)
23.198084,57.706112,16,False,Day (6AM-6PM)
9.974638,-60.42644,15,False,Day (6AM-6PM)
-54.115818,-10.776636,20,False,Night (6PM-6AM)
10.820699,-34.34617,18,False,Night (6PM-6AM)
-49.448757,3.8883345,11,False,Day (6AM-6PM)
67.12643,-30.241953,12,True,Day (6AM-6PM)
-44.513954,18.151556,8,False,Day (6AM-6PM)
21.892773,79.16407,14,True,Day (6AM-6PM)
-3.1766584,35.674248,6,False,Day (6AM-6PM)
42.88864,-16.259153,13,True,Day (6AM-6PM)
9.35996,-52.532455,12,False,Day (6AM-6PM)
43.596138,-0.7246159,7,False,Day (6AM-6PM)
27.83846,74.23238,21,False,Night (6PM-6AM)
-32.10128,-44.07203,22,False,Night (6PM-6AM)
78.2714,18.35293,10,False,Day (6AM-6PM)
-18.109457,59.205147,20,False,Night (6PM-6AM)
-59.385525,-39.624737,14,True,Day (6AM-6PM)
-22.664045,-55.67866,17,False,Day (6AM-6PM)
-25.203758,34.93747,1,False,Night (6PM-6AM)
-2.692927,79.82265,20,False,Night (6PM-6AM)
27.725075,82.931694,14,False,Day (6AM-6PM)
-15.721534,39.187817,8,False,Day (6AM-6PM)
-23.163332,-59.48102,16,True,Day (6AM-6PM)
33.13444,-22.126862,15,False,Day (6AM-6PM)
-30.65585,-34.964535,18,False,Night (6PM-6AM)
59.48807,-34.46329,23,False,Night (6PM-6AM)
-15.71513,73.31784,19,False,Night (6PM-6AM)
-22.094122,1.8429383,8,False,Day (6AM-6PM)
45.3895,50.197502,9,False,Day (6AM-6PM)
41.819042,-15.274839,22,False,Night (6PM-6AM)
-3.408438,79.16855,16,False,Day (6AM-6PM)
33.95464,-33.98874,23,True,Night (6PM-6AM)
-55.502125,-7.55186,15,True,Day (6AM-6PM)
49.010067,-45.279755,14,False,Day (6AM-6PM)
56.02328,-42.305885,12,True,Day (6AM-6PM)
-16.72878,56.74349,13,True,Day (6AM-6PM)
26.51835,61.915356,16,True,Day (6AM-6PM)
-59.771034,-17.240759,20,True,Night (6PM-6AM)
7.426436,-14.542659,6,False,Day (6AM-6PM)
-4.6627936,15.845381,3,False,Night (6PM-6AM)
-44.37857,65.491486,19,False,Night (6PM-6AM)
4.7177153,-5.064266,11,True,Day (6AM-6PM)
43.707253,13.517595,4,False,Night (6PM-6AM)
21.127546,71.917816,13,True,Day (6AM-6PM)
0.74237275,-12.264463,1,True,Night (6PM-6AM)
-12.808982,69.39932,12,False,Day (6AM-6PM)
-21.400425,2.38742,8,False,Day (6AM-6PM)
-55.89328,-10.653291,14,False,Day (6AM-6PM)
-34.23643,65.301155,20,False,Night (6PM-6AM)
20.75814,55.212162,21,False,Night (6PM-6AM)
1.2814649,50.977985,5,False,Night (6PM-6AM)
28.976488,49.59321,9,False,Day (6AM-6PM)
34.091957,-4.716284,9,False,Day (6AM-6PM)
11.760185,-38.202515,12,False,Day (6AM-6PM)
-17.428915,38.431583,0,False,Night (6PM-6AM)
-17.141142,64.39433,22,False,Night (6PM-6AM)
-1.3345335,90.58018,19,False,Night (6PM-6AM)
-74.00557,-21.554667,19,False,Night (6PM-6AM)
-64.04999,-24.781696,20,False,Night (6PM-6AM)
53.97379,-37.049873,21,False,Night (6PM-6AM)
30.749235,-71.42663,19,False,Night (6PM-6AM)
-41.65274,55.81292,15,False,Day (6AM-6PM)
13.343779,-1.6110678,3,True,Night (6PM-6AM)
-21.117294,-66.54647,18,False,Night (6PM-6AM)
-70.34274,-33.66938,19,True,Night (6PM-6AM)
-22.192444,-46.097454,19,False,Night (6PM-6AM)
0.1635874,48.723053,10,True,Day (6AM-6PM)
62.890244,23.796223,0,False,Night (6PM-6AM)
10.616046,69.85361,23,False,Night (6PM-6AM)
73.35006,-15.061084,12,False,Day (6AM-6PM)
-4.599431,-17.976164,8,False,Day (6AM-6PM)
-19.03137,-35.896935,13,False,Day (6AM-6PM)
-66.94405,-33.865665,13,False,Day (6AM-6PM)
-27.633318,-5.048818,0,False,Night (6PM-6AM)
-3.479284,-15.660157,10,False,Day (6AM-6PM)
-11.11427,-47.44739,21,False,Night (6PM-6AM)
2.3072855,75.848175,17,False,Day (6AM-6PM)
28.093151,-34.222504,21,True,Night (6PM-6AM)
42.37933,65.954,23,False,Night (6PM-6AM)
6.3443837,39.497135,4,False,Night (6PM-6AM)
-5.541486,12.773392,6,False,Day (6AM-6PM)
12.998127,-6.2901816,2,True,Night (6PM-6AM)
48.517162,-38.364315,12,False,Day (6AM-6PM)
-30.279163,64.08734,18,False,Night (6PM-6AM)
53.8006,-44.866432,20,False,Night (6PM-6AM)
-68.16533,-48.849022,16,False,Day (6AM-6PM)
-26.869759,-39.728897,22,False,Night (6PM-6AM)
44.02949,-37.634846,13,False,Day (6AM-6PM)
29.770983,4.6395345,11,False,Day (6AM-6PM)
32.976013,-19.971912,20,False,Night (6PM-6AM)
-17.788336,1.3724191,11,False,Day (6AM-6PM)
68.44183,-21.914957,16,True,Day (6AM-6PM)
-17.409273,-43.484043,21,False,Night (6PM-6AM)
69.22026,17.03886,9,False,Day (6AM-6PM)
-70.85196,-43.273014,15,False,Day (6AM-6PM)
0.83289987,-62.19552,18,False,Night (6PM-6AM)
-14.406935,-4.7731624,7,False,Day (6AM-6PM)
3.046424,1.3849602,7,False,Day (6AM-6PM)
61.569897,4.746276,5,False,Night (6PM-6AM)
-51.319542,-26.674183,18,True,Night (6PM-6AM)
-5.291195,78.13399,16,False,Day (6AM-6PM)
-8.359217,49.30094,1,False,Night (6PM-6AM)
39.31436,66.40742,16,False,Day (6AM-6PM)
45.57729,3.9893746,1,False,Night (6PM-6AM)
-36.11834,36.181374,9,False,Day (6AM-6PM)
-30.678423,-80.96939,20,False,Night (6PM-6AM)
3.8237274,-75.992386,12,False,Day (6AM-6PM)
-29.821356,-4.878021,9,False,Day (6AM-6PM)
-10.979209,-56.360394,18,True,Night (6PM-6AM)
6.011919,-17.456408,11,False,Day (6AM-6PM)
33.556156,-0.70239556,10,True,Day (6AM-6PM)
44.544903,13.386627,0,False,Night (6PM-6AM)
-77.51581,-3.328261,10,False,Day (6AM-6PM)
-23.77636,86.38172,21,False,Night (6PM-6AM)
44.83589,43.71291,11,False,Day (6AM-6PM)
-50.030853,53.20455,14,True,Day (6AM-6PM)
-11.416233,-88.547134,15,False,Day (6AM-6PM)
41.577244,41.537907,5,False,Night (6PM-6AM)
-1.8022132,-34.60432,23,False,Night (6PM-6AM)
33.77852,8.845914,7,False,Day (6AM-6PM)
-33.287556,38.057915,4,False,Night (6PM-6AM)
-17.25881,84.15985,21,False,Night (6PM-6AM)
5.3813357,5.0379915,9,False,Day (6AM-6PM)
21.413298,39.418736,8,False,Day (6AM-6PM)
9.519894,51.75468,0,False,Night (6PM-6AM)
-50.725273,-16.298996,13,False,Day (6AM-6PM)
0.34662482,46.412018,3,False,Night (6PM-6AM)
-11.757949,-60.407917,15,False,Day (6AM-6PM)
-23.662945,-70.90366,19,False,Night (6PM-6AM)
43.988964,53.8608,10,True,Day (6AM-6PM)
-19.445875,51.02709,11,True,Day (6AM-6PM)
8.237197,-64.365326,18,False,Night (6PM-6AM)
-16.255266,81.04237,21,False,Night (6PM-6AM)
-4.473336,96.33033,21,False,Night (6PM-6AM)
40.029514,-14.003322,17,False,Day (6AM-6PM)
56.082726,-21.141237,17,False,Day (6AM-6PM)
49.13863,-12.570346,19,False,Night (6PM-6AM)
1.1666739,-57.69722,13,False,Day (6AM-6PM)
79.65545,-20.48368,13,False,Day (6AM-6PM)
-25.413042,-72.93543,19,False,Night (6PM-6AM)
37.774784,34.0896,5,False,Night (6PM-6AM)
21.769115,-63.2695,23,True,Night (6PM-6AM)
-66.21263,3.0664268,9,True,Day (6AM-6PM)
23.89017,63.82261,15,False,Day (6AM-6PM)
-71.81958,22.280214,0,False,Night (6PM-6AM)
10.135971,-35.83965,16,True,Day (6AM-6PM)
-31.767103,41.02515,9,False,Day (6AM-6PM)
33.00905,-18.516798,14,False,Day (6AM-6PM)
-8.618843,21.900301,0,False,Night (6PM-6AM)
-33.50497,0.8184997,6,False,Day (6AM-6PM)
-34.51015,-22.654724,23,True,Night (6PM-6AM)
-11.583212,40.86524,2,False,Night (6PM-6AM)
52.90057,8.318262,11,False,Day (6AM-6PM)
-15.428392,39.212452,10,False,Day (6AM-6PM)
-61.75708,-51.295902,12,False,Day (6AM-6PM)
-30.658543,-44.932312,16,True,Day (6AM-6PM)
66.20653,4.218504,11,False,Day (6AM-6PM)
11.321042,2.8828974,2,False,Night (6PM-6AM)
-30.23373,-46.413113,18,False,Night (6PM-6AM)
-54.81987,-37.62188,21,False,Night (6PM-6AM)
64.0965,-24.39583,16,True,Day (6AM-6PM)
-20.70412,12.445946,8,False,Day (6AM-6PM)
-44.234802,-49.999252,17,False,Day (6AM-6PM)
2.3429463,-90.64697,22,False,Night (6PM-6AM)
41.11304,65.76864,13,False,Day (6AM-6PM)
40.811455,-3.4552877,6,False,Day (6AM-6PM)
30.0784,-74.15374,21,False,Night (6PM-6AM)
-22.764376,48.972984,9,False,Day (6AM-6PM)
60.452255,16.444063,11,True,Day (6AM-6PM)
11.395886,-38.19553,16,False,Day (6AM-6PM)
31.457718,73.922745,13,False,Day (6AM-6PM)
25.188416,38.864258,6,True,Day (6AM-6PM)
52.18814,4.2091107,4,True,Night (6PM-6AM)
-22.08711,46.021114,0,False,Night (6PM-6AM)
-31.7705,40.986076,8,True,Day (6AM-6PM)
-53.11092,-13.336809,21,False,Night (6PM-6AM)
-8.795235,37.412903,7,False,Day (6AM-6PM)
-50.174725,16.420408,4,False,Night (6PM-6AM)
-39.385006,41.919064,3,False,Night (6PM-6AM)
-43.75904,63.02319,21,True,Night (6PM-6AM)
-10.037334,43.027,4,False,Night (6PM-6AM)
-0.82606155,35.00573,7,False,Day (6AM-6PM)
-48.632355,53.30621,19,False,Night (6PM-6AM)
40.644386,-0.07225028,1,False,Night (6PM-6AM)
-9.731874,20.56967,0,False,Night (6PM-6AM)
-71.61196,-43.407204,16,False,Day (6AM-6PM)
-24.94844,-62.642784,21,False,Night (6PM-6AM)
-8.2670555,-67.77187,14,False,Day (6AM-6PM)
-38.29991,-46.82298,20,True,Night (6PM-6AM)
-23.565048,-48.249897,21,False,Night (6PM-6AM)
67.07688,-51.602722,18,False,Night (6PM-6AM)
-2.1246805,-89.12924,18,False,Night (6PM-6AM)
16.647512,-38.100998,21,False,Night (6PM-6AM)
65.0899,29.456121,10,False,Day (6AM-6PM)
-65.600395,6.0025725,9,False,Day (6AM-6PM)
-38.228905,-0.50553644,2,True,Night (6PM-6AM)
59.66781,9.719534,9,False,Day (6AM-6PM)
-5.519015,-0.31521145,0,False,Night (6PM-6AM)
-17.4315,38.202316,4,True,Night (6PM-6AM)
57.309948,22.267132,0,True,Night (6PM-6AM)
-42.046604,-25.040993,13,False,Day (6AM-6PM)
29.21975,-15.234872,20,False,Night (6PM-6AM)
-9.5426,-54.55629,21,False,Night (6PM-6AM)
41.19742,40.41539,0,True,Night (6PM-6AM)
-1.9261825,23.056038,5,False,Night (6PM-6AM)
60.642933,-24.728477,13,False,Day (6AM-6PM)
32.273705,42.83686,0,False,Night (6PM-6AM)
20.661173,-54.353935,19,True,Night (6PM-6AM)
-5.1134105,-77.79029,20,False,Night (6PM-6AM)
-11.930263,60.26122,22,True,Night (6PM-6AM)
-16.67083,-48.32861,18,False,Night (6PM-6AM)
-38.903328,13.527273,8,False,Day (6AM-6PM)
77.182045,-38.64066,22,False,Night (6PM-6AM)
-35.05607,-35.643646,19,False,Night (6PM-6AM)
51.060127,8.892855,10,True,Day (6AM-6PM)
25.562056,72.08837,20,True,Night (6PM-6AM)
33.130775,13.342004,3,False,Night (6PM-6AM)
32.062214,70.475746,23,False,Night (6PM-6AM)
-9.313004,64.71987,16,True,Day (6AM-6PM)
-65.915665,-49.717022,15,True,Day (6AM-6PM)
19.453268,-62.821598,22,True,Night (6PM-6AM)
-39.894215,-52.909157,23,True,Night (6PM-6AM)
-2.3821514,-15.881842,11,False,Day (6AM-6PM)
8.083775,-63.57731,23,False,Night (6PM-6AM)
-17.801691,-15.122404,5,True,Night (6PM-6AM)
-17.746962,-31.862648,14,False,Day (6AM-6PM)
-75.29275,-20.954039,18,False,Night (6PM-6AM)
-50.590805,17.088001,0,False,Night (6PM-6AM)
39.6915,54.548565,11,True,Day (6AM-6PM)
-32.341724,44.790657,7,False,Day (6AM-6PM)
-64.50265,-33.266922,18,False,Night (6PM-6AM)
80.58392,-33.56615,23,False,Night (6PM-6AM)
-48.046696,7.606663,7,False,Day (6AM-6PM)
21.293303,-57.79467,19,False,Night (6PM-6AM)
-37.459816,-46.840984,20,False,Night (6PM-6AM)
-5.5130496,-74.64831,22,False,Night (6PM-6AM)
-6.0714583,94.72884,14,False,Day (6AM-6PM)
-49.76003,17.15271,1,False,Night (6PM-6AM)
-1.7374886,52.800537,9,False,Day (6AM-6PM)
8.727227,11.671512,0,True,Night (6PM-6AM)
36.056137,78.91344,13,False,Day (6AM-6PM)
0.5291576,-0.07987933,7,False,Day (6AM-6PM)
40.28402,-0.9795519,1,True,Night (6PM-6AM)
30.308943,56.024826,21,False,Night (6PM-6AM)
-27.894573,-5.9678674,0,False,Night (6PM-6AM)
-43.880596,56.910606,19,False,Night (6PM-6AM)
42.159992,-12.19569,21,False,Night (6PM-6AM)
-27.555706,57.444427,19,False,Night (6PM-6AM)
-56.841347,-40.394176,17,False,Day (6AM-6PM)
50.706352,-14.496098,13,True,Day (6AM-6PM)
-59.108948,20.365625,0,False,Night (6PM-6AM)
-15.036019,-73.43509,17,False,Day (6AM-6PM)
54.005814,-52.022602,18,False,Night (6PM-6AM)
1.5898981,12.80973,8,False,Day (6AM-6PM)
-30.222702,-42.68953,13,True,Day (6AM-6PM)
-64.02336,7.590287,7,False,Day (6AM-6PM)
65.015724,5.884644,4,False,Night (6PM-6AM)
-22.23455,-29.852482,23,True,Night (6PM-6AM)
-51.850075,-43.250984,23,False,Night (6PM-6AM)
-32.38383,39.315796,3,False,Night (6PM-6AM)
-36.2084,64.24659,12,False,Day (6AM-6PM)
-68.4898,-47.092464,12,True,Day (6AM-6PM)
-11.054567,4.0241623,8,False,Day (6AM-6PM)
62.362465,19.85894,5,False,Night (6PM-6AM)
-2.586894,40.828903,0,True,Night (6PM-6AM)
77.947464,-16.406933,20,True,Night (6PM-6AM)
-29.76535,-64.816505,18,False,Night (6PM-6AM)
-28.497997,32.870636,11,False,Day (6AM-6PM)
-0.03948924,-67.307526,18,True,Night (6PM-6AM)
-2.6930108,-17.981731,8,False,Day (6AM-6PM)
43.03774,-1.1355662,11,False,Day (6AM-6PM)
-23.777561,-61.80986,14,True,Day (6AM-6PM)
-12.3592005,-86.29566,13,False,Day (6AM-6PM)
-8.936168,-82.71611,16,False,Day (6AM-6PM)
0.0154717835,-65.41784,21,False,Night (6PM-6AM)
-12.084421,-85.796974,13,False,Day (6AM-6PM)
-37.007614,67.59458,23,False,Night (6PM-6AM)
38.18469,77.92286,23,False,Night (6PM-6AM)
50.776928,-20.003332,15,False,Day (6AM-6PM)
-14.651128,-6.1301837,11,False,Day (6AM-6PM)
-9.236336,-43.577286,20,True,Night (6PM-6AM)
49.309254,42.220642,0,False,Night (6PM-6AM)
-20.410461,31.728344,3,False,Night (6PM-6AM)
-71.79757,16.456335,4,True,Night (6PM-6AM)
78.79539,-13.954089,21,True,Night (6PM-6AM)
25.836071,-53.981026,13,False,Day (6AM-6PM)
63.250465,10.390607,9,False,Day (6AM-6PM)
-55.051785,-13.216415,23,True,Night (6PM-6AM)
-36.644432,14.107258,0,False,Night (6PM-6AM)
-36.289543,64.42185,17,False,Day (6AM-6PM)
-68.42222,20.630825,3,False,Night (6PM-6AM)
12.664319,43.422714,3,False,Night (6PM-6AM)
-59.44843,-51.77712,15,False,Day (6AM-6PM)
42.89807,-38.9317,15,False,Day (6AM-6PM)
-64.48282,-49.474194,16,False,Day (6AM-6PM)
4.7325373,-34.622513,12,False,Day (6AM-6PM)
-35.538532,77.23573,19,False,Night (6PM-6AM)
35.49102,33.972733,11,False,Day (6AM-6PM)
-3.4071436,79.12867,17,False,Day (6AM-6PM)
47.330368,-1.0772206,8,False,Day (6AM-6PM)
81.38947,-19.45647,16,True,Day (6AM-6PM)
27.820486,47.874367,10,False,Day (6AM-6PM)
27.06723,-0.7979335,9,True,Day (6AM-6PM)
45.517567,-43.083588,12,False,Day (6AM-6PM)
75.575066,9.932331,11,True,Day (6AM-6PM)
-73.312935,17.578802,11,False,Day (6AM-6PM)
9.810448,-5.2101107,9,False,Day (6AM-6PM)
-25.862503,-74.03126,15,False,Day (6AM-6PM)
-62.477264,-48.29712,19,False,Night (6PM-6AM)
-36.43705,68.02895,21,False,Night (6PM-6AM)
60.19021,-26.722933,23,True,Night (6PM-6AM)
-20.91132,-52.25443,20,False,Night (6PM-6AM)
6.1927996,-64.707245,18,False,Night (6PM-6AM)
-62.464535,-30.47187,13,True,Day (6AM-6PM)
42.821907,38.45223,1,False,Night (6PM-6AM)
54.51498,14.037091,4,False,Night (6PM-6AM)
-18.55265,4.16386,8,False,Day (6AM-6PM)
-32.30891,5.503564,1,True,Night (6PM-6AM)
-1.3761017,2.0482314,9,False,Day (6AM-6PM)
-54.67807,-37.12351,23,False,Night (6PM-6AM)
27.88166,-2.5392628,11,False,Day (6AM-6PM)
-55.468895,-6.9609866,17,False,Day (6AM-6PM)
-23.171381,67.39846,14,False,Day (6AM-6PM)
-5.7520127,94.5648,16,True,Day (6AM-6PM)
76.345055,-36.336987,21,False,Night (6PM-6AM)
37.54603,49.263653,2,False,Night (6PM-6AM)
-24.87542,36.917286,11,False,Day (6AM-6PM)
61.0981,-0.9709087,11,False,Day (6AM-6PM)
41.59924,34.266155,3,True,Night (6PM-6AM)
-77.116516,-22.23948,19,False,Night (6PM-6AM)
9.219151,-0.873139,1,False,Night (6PM-6AM)
-2.075111,-7.4681473,10,True,Day (6AM-6PM)
0.39751926,-60.6943,23,True,Night (6PM-6AM)
-40.61212,-52.011784,17,False,Day (6AM-6PM)
50.09564,-33.064415,22,False,Night (6PM-6AM)
11.775877,47.412766,3,False,Night (6PM-6AM)
5.1389885,-68.281746,19,False,Night (6PM-6AM)
-73.08422,-35.290497,21,False,Night (6PM-6AM)
-34.1892,50.05376,10,False,Day (6AM-6PM)
-31.618443,3.1014936,9,False,Day (6AM-6PM)
-6.314898,-18.237598,3,False,Night (6PM-6AM)
4.2062216,90.416504,13,False,Day (6AM-6PM)
-14.061416,39.154434,6,False,Day (6AM-6PM)
-25.479893,-47.631474,17,False,Day (6AM-6PM)
-78.54599,-1.5452147,3,False,Night (6PM-6AM)
-63.721725,-45.151684,19,True,Night (6PM-6AM)
30.709803,3.7461083,10,False,Day (6AM-6PM)
54.00319,2.5374856,9,False,Day (6AM-6PM)
-53.87297,-30.90859,15,False,Day (6AM-6PM)
-32.91482,-55.828796,18,False,Night (6PM-6AM)
-29.311413,-4.4860706,9,True,Day (6AM-6PM)
-34.63499,-29.189,13,False,Day (6AM-6PM)
-35.760807,78.595436,21,False,Night (6PM-6AM)
60.955223,-52.08051,19,True,Night (6PM-6AM)
